host,ip,port,protocol,title,domain,country,city,link,org
101.66.198.66:85,101.66.198.66,85,http,,,CN,Jinhua,http://101.66.198.66:85,CHINA UNICOM China169 Backbone
139.215.21.37:85,139.215.21.37,85,http,,,CN,Changchun,http://139.215.21.37:85,CHINA UNICOM China169 Backbone
182.119.213.196:85,182.119.213.196,85,http,,,CN,Zhengzhou,http://182.119.213.196:85,CHINA UNICOM China169 Backbone
125.125.128.232:85,125.125.128.232,85,http,,,CN,Huzhou,http://125.125.128.232:85,Chinanet
123.160.174.61:85,123.160.174.61,85,http,,,CN,Zhengzhou,http://123.160.174.61:85,Chinanet
60.26.14.76:85,60.26.14.76,85,http,,,CN,Tianjin,http://60.26.14.76:85,CHINA UNICOM China169 Backbone
60.187.245.210:85,60.187.245.210,85,http,,,CN,Shaoxing,http://60.187.245.210:85,Chinanet
123.163.20.40:85,123.163.20.40,85,http,,,CN,Luoyang,http://123.163.20.40:85,Chinanet
123.163.19.238:85,123.163.19.238,85,http,,,CN,Luoyang,http://123.163.19.238:85,Chinanet
60.187.245.209:85,60.187.245.209,85,http,,,CN,Shaoxing,http://60.187.245.209:85,Chinanet
183.129.27.201:85,183.129.27.201,85,http,,,CN,Hangzhou,http://183.129.27.201:85,Chinanet
115.216.110.203:85,115.216.110.203,85,http,,,CN,Ningbo,http://115.216.110.203:85,Chinanet
123.12.187.234:85,123.12.187.234,85,http,,,CN,Zhoukou,http://123.12.187.234:85,CHINA UNICOM China169 Backbone
125.43.245.66:85,125.43.245.66,85,http,,,CN,Jiaozuo,http://125.43.245.66:85,CHINA UNICOM China169 Backbone
39.80.139.135:85,39.80.139.135,85,http,,,CN,Linyi,http://39.80.139.135:85,CHINA UNICOM China169 Backbone
125.43.249.198:85,125.43.249.198,85,http,,,CN,Jiaozuo,http://125.43.249.198:85,CHINA UNICOM China169 Backbone
125.43.249.115:85,125.43.249.115,85,http,,,CN,Jiaozuo,http://125.43.249.115:85,CHINA UNICOM China169 Backbone
27.214.105.136:85,27.214.105.136,85,http,,,CN,Weifang,http://27.214.105.136:85,CHINA UNICOM China169 Backbone
124.114.57.116:85,124.114.57.116,85,http,,,CN,Xi'an,http://124.114.57.116:85,Chinanet
111.9.163.109:85,111.9.163.109,85,http,,,CN,Beijing,http://111.9.163.109:85,"China Mobile Communications Group Co., Ltd."
116.233.166.233:85,116.233.166.233,85,http,,,CN,Shanghai,http://116.233.166.233:85,China Telecom (Group)
123.160.174.167:85,123.160.174.167,85,http,,,CN,Zhengzhou,http://123.160.174.167:85,Chinanet
112.193.173.32:85,112.193.173.32,85,http,,,CN,Chengdu,http://112.193.173.32:85,CHINA UNICOM China169 Backbone
125.43.247.239:85,125.43.247.239,85,http,,,CN,Jiaozuo,http://125.43.247.239:85,CHINA UNICOM China169 Backbone
182.119.212.4:85,182.119.212.4,85,http,,,CN,Zhengzhou,http://182.119.212.4:85,CHINA UNICOM China169 Backbone
